year,state,state_code,region,crime_category,cases_reported,cases_solved,solve_rate,financial_loss_lakhs,population
2018,Chhattisgarh,CG,Central,Online Financial Fraud,431,128,29.9,14138.15,29436231
2018,Chhattisgarh,CG,Central,Social Media Crimes,295,121,41.1,1746.63,29436231
2018,Chhattisgarh,CG,Central,Phishing/Vishing,832,132,15.9,7774.22,29436231
2018,Chhattisgarh,CG,Central,Ransomware Attacks,204,72,35.7,7230.39,29436231
2018,Chhattisgarh,CG,Central,Identity Theft,485,104,21.5,3278.31,29436231
2018,Chhattisgarh,CG,Central,Cyber Stalking/Bullying,89,23,26.8,595.12,29436231
2018,Chhattisgarh,CG,Central,Data Breach,134,24,18.2,904.44,29436231
2018,Chhattisgarh,CG,Central,Hacking,761,342,45.0,729.05,29436231
2018,Chhattisgarh,CG,Central,Online Child Exploitation,419,185,44.3,1829.2,29436231
2018,Chhattisgarh,CG,Central,Cryptocurrency Fraud,327,134,41.1,13147.8,29436231
2019,Chhattisgarh,CG,Central,Online Financial Fraud,558,95,17.2,17942.59,29436231
2019,Chhattisgarh,CG,Central,Social Media Crimes,483,169,35.0,3084.03,29436231
2019,Chhattisgarh,CG,Central,Phishing/Vishing,761,219,28.9,3126.16,29436231
2019,Chhattisgarh,CG,Central,Ransomware Attacks,561,229,40.9,15909.22,29436231
2019,Chhattisgarh,CG,Central,Identity Theft,880,258,29.4,654.37,29436231
2019,Chhattisgarh,CG,Central,Cyber Stalking/Bullying,301,75,25.2,1237.67,29436231
2019,Chhattisgarh,CG,Central,Data Breach,111,29,27.0,667.29,29436231
2019,Chhattisgarh,CG,Central,Hacking,70,21,31.0,439.26,29436231
2019,Chhattisgarh,CG,Central,Online Child Exploitation,79,29,37.9,649.65,29436231
2019,Chhattisgarh,CG,Central,Cryptocurrency Fraud,290,105,36.5,13919.58,29436231
2020,Chhattisgarh,CG,Central,Online Financial Fraud,883,180,20.4,25282.37,29436231
2020,Chhattisgarh,CG,Central,Social Media Crimes,637,231,36.3,965.27,29436231
2020,Chhattisgarh,CG,Central,Phishing/Vishing,269,86,32.0,790.15,29436231
2020,Chhattisgarh,CG,Central,Ransomware Attacks,412,180,43.9,11024.94,29436231
2020,Chhattisgarh,CG,Central,Identity Theft,213,83,39.2,1219.88,29436231
2020,Chhattisgarh,CG,Central,Cyber Stalking/Bullying,188,30,16.3,1224.81,29436231
2020,Chhattisgarh,CG,Central,Data Breach,977,425,43.5,6072.36,29436231
2020,Chhattisgarh,CG,Central,Hacking,108,42,39.6,961.2,29436231
2020,Chhattisgarh,CG,Central,Online Child Exploitation,214,46,21.8,538.09,29436231
2020,Chhattisgarh,CG,Central,Cryptocurrency Fraud,431,143,33.3,10126.9,29436231
2021,Chhattisgarh,CG,Central,Online Financial Fraud,416,111,26.7,13208.6,29436231
2021,Chhattisgarh,CG,Central,Social Media Crimes,883,264,29.9,8727.54,29436231
2021,Chhattisgarh,CG,Central,Phishing/Vishing,913,174,19.1,6485.84,29436231
2021,Chhattisgarh,CG,Central,Ransomware Attacks,324,87,27.1,7863.15,29436231
2021,Chhattisgarh,CG,Central,Identity Theft,621,226,36.5,4395.53,29436231
2021,Chhattisgarh,CG,Central,Cyber Stalking/Bullying,263,117,44.7,452.29,29436231
2021,Chhattisgarh,CG,Central,Data Breach,759,137,18.1,5602.35,29436231
2021,Chhattisgarh,CG,Central,Hacking,276,89,32.4,856.85,29436231
2021,Chhattisgarh,CG,Central,Online Child Exploitation,1183,205,17.4,1554.17,29436231
2021,Chhattisgarh,CG,Central,Cryptocurrency Fraud,1484,620,41.8,20232.9,29436231
2022,Chhattisgarh,CG,Central,Online Financial Fraud,378,79,21.0,11004.43,29436231
2022,Chhattisgarh,CG,Central,Social Media Crimes,210,37,17.9,1003.49,29436231
2022,Chhattisgarh,CG,Central,Phishing/Vishing,782,294,37.7,2973.11,29436231
2022,Chhattisgarh,CG,Central,Ransomware Attacks,140,48,34.9,5711.33,29436231
2022,Chhattisgarh,CG,Central,Identity Theft,75,32,42.8,204.68,29436231
2022,Chhattisgarh,CG,Central,Cyber Stalking/Bullying,865,233,27.0,1684.98,29436231
2022,Chhattisgarh,CG,Central,Data Breach,1927,862,44.8,17933.64,29436231
2022,Chhattisgarh,CG,Central,Hacking,893,278,31.2,7589.89,29436231
2022,Chhattisgarh,CG,Central,Online Child Exploitation,983,301,30.6,6314.85,29436231
2022,Chhattisgarh,CG,Central,Cryptocurrency Fraud,695,122,17.7,27096.08,29436231
2023,Chhattisgarh,CG,Central,Online Financial Fraud,819,351,42.9,8383.68,29436231
2023,Chhattisgarh,CG,Central,Social Media Crimes,864,341,39.5,3556.16,29436231
2023,Chhattisgarh,CG,Central,Phishing/Vishing,215,88,41.3,1880.51,29436231
2023,Chhattisgarh,CG,Central,Ransomware Attacks,259,101,39.2,10502.8,29436231
2023,Chhattisgarh,CG,Central,Identity Theft,606,146,24.1,768.85,29436231
2023,Chhattisgarh,CG,Central,Cyber Stalking/Bullying,939,254,27.1,2017.43,29436231
2023,Chhattisgarh,CG,Central,Data Breach,2141,767,35.8,8110.0,29436231
2023,Chhattisgarh,CG,Central,Hacking,201,88,44.3,1324.44,29436231
2023,Chhattisgarh,CG,Central,Online Child Exploitation,685,271,39.7,1204.9,29436231
2023,Chhattisgarh,CG,Central,Cryptocurrency Fraud,566,231,40.9,26332.63,29436231
2024,Chhattisgarh,CG,Central,Online Financial Fraud,2120,414,19.6,16452.75,29436231
2024,Chhattisgarh,CG,Central,Social Media Crimes,1265,486,38.4,6158.15,29436231
2024,Chhattisgarh,CG,Central,Phishing/Vishing,321,53,16.7,3194.34,29436231
2024,Chhattisgarh,CG,Central,Ransomware Attacks,660,110,16.7,23942.55,29436231
2024,Chhattisgarh,CG,Central,Identity Theft,882,392,44.5,2445.09,29436231
2024,Chhattisgarh,CG,Central,Cyber Stalking/Bullying,1241,239,19.3,2051.57,29436231
2024,Chhattisgarh,CG,Central,Data Breach,887,213,24.1,1294.96,29436231
2024,Chhattisgarh,CG,Central,Hacking,99,35,35.8,108.09,29436231
2024,Chhattisgarh,CG,Central,Online Child Exploitation,274,82,30.3,2731.4,29436231
2024,Chhattisgarh,CG,Central,Cryptocurrency Fraud,1301,512,39.4,42523.02,29436231
2025,Chhattisgarh,CG,Central,Online Financial Fraud,868,186,21.5,4813.44,29436231
2025,Chhattisgarh,CG,Central,Social Media Crimes,2429,540,22.2,23733.27,29436231
2025,Chhattisgarh,CG,Central,Phishing/Vishing,545,212,39.0,5240.71,29436231
2025,Chhattisgarh,CG,Central,Ransomware Attacks,1193,353,29.6,11856.19,29436231
2025,Chhattisgarh,CG,Central,Identity Theft,1362,428,31.4,6560.19,29436231
2025,Chhattisgarh,CG,Central,Cyber Stalking/Bullying,467,188,40.3,668.64,29436231
2025,Chhattisgarh,CG,Central,Data Breach,589,174,29.6,1134.1,29436231
2025,Chhattisgarh,CG,Central,Hacking,525,129,24.7,3940.07,29436231
2025,Chhattisgarh,CG,Central,Online Child Exploitation,1103,322,29.3,4490.25,29436231
2025,Chhattisgarh,CG,Central,Cryptocurrency Fraud,302,81,26.8,7753.88,29436231
2018,Goa,GA,West,Online Financial Fraud,33,5,17.2,270.82,1586250
2018,Goa,GA,West,Social Media Crimes,5,0,15.4,47.93,1586250
2018,Goa,GA,West,Phishing/Vishing,14,5,37.1,53.98,1586250
2018,Goa,GA,West,Ransomware Attacks,28,6,23.9,580.63,1586250
2018,Goa,GA,West,Identity Theft,18,6,38.2,122.09,1586250
2018,Goa,GA,West,Cyber Stalking/Bullying,26,5,20.6,56.01,1586250
2018,Goa,GA,West,Data Breach,5,0,18.0,33.86,1586250
2018,Goa,GA,West,Hacking,15,5,37.9,45.27,1586250
2018,Goa,GA,West,Online Child Exploitation,12,1,15.6,15.37,1586250
2018,Goa,GA,West,Cryptocurrency Fraud,16,7,44.0,292.72,1586250
2019,Goa,GA,West,Online Financial Fraud,3,0,26.2,73.33,1586250
2019,Goa,GA,West,Social Media Crimes,35,9,28.2,221.3,1586250
2019,Goa,GA,West,Phishing/Vishing,32,13,43.3,89.17,1586250
2019,Goa,GA,West,Ransomware Attacks,20,3,18.6,277.72,1586250
2019,Goa,GA,West,Identity Theft,7,2,41.6,46.45,1586250
2019,Goa,GA,West,Cyber Stalking/Bullying,25,5,23.6,206.29,1586250
2019,Goa,GA,West,Data Breach,36,14,40.8,307.51,1586250
2019,Goa,GA,West,Hacking,19,8,42.6,55.03,1586250
2019,Goa,GA,West,Online Child Exploitation,9,3,37.7,43.88,1586250
2019,Goa,GA,West,Cryptocurrency Fraud,6,2,40.3,226.69,1586250
2020,Goa,GA,West,Online Financial Fraud,6,2,37.8,73.22,1586250
2020,Goa,GA,West,Social Media Crimes,22,6,28.8,12.95,1586250
2020,Goa,GA,West,Phishing/Vishing,14,3,22.4,103.62,1586250
2020,Goa,GA,West,Ransomware Attacks,14,6,44.8,132.48,1586250
2020,Goa,GA,West,Identity Theft,16,4,27.0,129.61,1586250
2020,Goa,GA,West,Cyber Stalking/Bullying,3,0,21.1,17.32,1586250
2020,Goa,GA,West,Data Breach,64,23,37.0,406.52,1586250
2020,Goa,GA,West,Hacking,32,6,20.6,124.04,1586250
2020,Goa,GA,West,Online Child Exploitation,49,18,38.5,282.49,1586250
2020,Goa,GA,West,Cryptocurrency Fraud,24,3,15.2,941.87,1586250
2021,Goa,GA,West,Online Financial Fraud,12,3,32.6,319.73,1586250
2021,Goa,GA,West,Social Media Crimes,40,13,34.3,44.64,1586250
2021,Goa,GA,West,Phishing/Vishing,11,3,32.4,64.18,1586250
2021,Goa,GA,West,Ransomware Attacks,17,5,31.8,546.67,1586250
2021,Goa,GA,West,Identity Theft,76,26,35.3,619.2,1586250
2021,Goa,GA,West,Cyber Stalking/Bullying,18,4,23.1,150.08,1586250
2021,Goa,GA,West,Data Breach,6,1,29.9,7.39,1586250
2021,Goa,GA,West,Hacking,4,0,16.8,14.7,1586250
2021,Goa,GA,West,Online Child Exploitation,5,1,38.5,36.11,1586250
2021,Goa,GA,West,Cryptocurrency Fraud,59,22,38.7,1668.35,1586250
2022,Goa,GA,West,Online Financial Fraud,23,3,15.7,975.81,1586250
2022,Goa,GA,West,Social Media Crimes,15,3,23.2,81.33,1586250
2022,Goa,GA,West,Phishing/Vishing,47,11,24.0,443.51,1586250
2022,Goa,GA,West,Ransomware Attacks,38,8,22.8,924.71,1586250
2022,Goa,GA,West,Identity Theft,50,20,41.2,424.92,1586250
2022,Goa,GA,West,Cyber Stalking/Bullying,25,5,20.6,203.13,1586250
2022,Goa,GA,West,Data Breach,40,11,28.7,203.53,1586250
2022,Goa,GA,West,Hacking,74,14,19.0,93.66,1586250
2022,Goa,GA,West,Online Child Exploitation,4,1,36.8,20.87,1586250
2022,Goa,GA,West,Cryptocurrency Fraud,8,2,28.1,302.62,1586250
2023,Goa,GA,West,Online Financial Fraud,14,5,42.0,83.75,1586250
2023,Goa,GA,West,Social Media Crimes,17,5,34.9,164.09,1586250
2023,Goa,GA,West,Phishing/Vishing,53,16,31.8,498.19,1586250
2023,Goa,GA,West,Ransomware Attacks,39,6,16.6,929.98,1586250
2023,Goa,GA,West,Identity Theft,36,8,22.8,267.94,1586250
2023,Goa,GA,West,Cyber Stalking/Bullying,35,15,44.4,102.8,1586250
2023,Goa,GA,West,Data Breach,56,19,34.6,133.39,1586250
2023,Goa,GA,West,Hacking,113,36,32.0,554.53,1586250
2023,Goa,GA,West,Online Child Exploitation,34,15,44.2,213.55,1586250
2023,Goa,GA,West,Cryptocurrency Fraud,2,0,25.5,20.27,1586250
2024,Goa,GA,West,Online Financial Fraud,56,21,39.2,1437.28,1586250
2024,Goa,GA,West,Social Media Crimes,47,7,16.6,374.57,1586250
2024,Goa,GA,West,Phishing/Vishing,21,4,21.0,62.09,1586250
2024,Goa,GA,West,Ransomware Attacks,23,4,19.9,456.77,1586250
2024,Goa,GA,West,Identity Theft,34,12,37.7,184.76,1586250
2024,Goa,GA,West,Cyber Stalking/Bullying,28,5,21.1,247.5,1586250
2024,Goa,GA,West,Data Breach,14,5,41.4,122.79,1586250
2024,Goa,GA,West,Hacking,21,4,22.2,100.52,1586250
2024,Goa,GA,West,Online Child Exploitation,106,47,44.5,830.42,1586250
2024,Goa,GA,West,Cryptocurrency Fraud,16,2,15.8,126.95,1586250
2025,Goa,GA,West,Online Financial Fraud,25,8,35.9,1017.42,1586250
2025,Goa,GA,West,Social Media Crimes,20,4,24.5,172.86,1586250
2025,Goa,GA,West,Phishing/Vishing,146,61,42.2,457.07,1586250
2025,Goa,GA,West,Ransomware Attacks,17,7,44.5,192.64,1586250
2025,Goa,GA,West,Identity Theft,52,10,21.1,117.01,1586250
2025,Goa,GA,West,Cyber Stalking/Bullying,26,10,41.8,174.61,1586250
2025,Goa,GA,West,Data Breach,6,1,19.6,28.1,1586250
2025,Goa,GA,West,Hacking,78,26,33.5,100.85,1586250
2025,Goa,GA,West,Online Child Exploitation,50,20,41.5,406.71,1586250
2025,Goa,GA,West,Cryptocurrency Fraud,25,7,30.2,1213.02,1586250
2018,Gujarat,GJ,West,Online Financial Fraud,893,266,29.8,37748.2,63872399
2018,Gujarat,GJ,West,Social Media Crimes,188,47,25.1,404.34,63872399
2018,Gujarat,GJ,West,Phishing/Vishing,673,244,36.4,5617.39,63872399
2018,Gujarat,GJ,West,Ransomware Attacks,1097,197,18.0,17326.39,63872399
2018,Gujarat,GJ,West,Identity Theft,569,109,19.3,2165.3,63872399
2018,Gujarat,GJ,West,Cyber Stalking/Bullying,369,105,28.5,2809.51,63872399
2018,Gujarat,GJ,West,Data Breach,559,193,34.5,3576.94,63872399
2018,Gujarat,GJ,West,Hacking,1184,302,25.6,10056.6,63872399
2018,Gujarat,GJ,West,Online Child Exploitation,1183,344,29.1,11595.17,63872399
2018,Gujarat,GJ,West,Cryptocurrency Fraud,448,152,34.0,4785.5,63872399
2019,Gujarat,GJ,West,Online Financial Fraud,1141,481,42.2,40143.75,63872399
2019,Gujarat,GJ,West,Social Media Crimes,182,57,31.8,282.9,63872399
2019,Gujarat,GJ,West,Phishing/Vishing,366,103,28.4,1783.67,63872399
2019,Gujarat,GJ,West,Ransomware Attacks,745,304,40.9,22051.38,63872399
2019,Gujarat,GJ,West,Identity Theft,1267,334,26.4,12390.76,63872399
2019,Gujarat,GJ,West,Cyber Stalking/Bullying,1022,187,18.3,4613.52,63872399
2019,Gujarat,GJ,West,Data Breach,1032,167,16.3,7770.02,63872399
2019,Gujarat,GJ,West,Hacking,146,62,42.5,461.41,63872399
2019,Gujarat,GJ,West,Online Child Exploitation,851,346,40.8,2787.94,63872399
2019,Gujarat,GJ,West,Cryptocurrency Fraud,820,347,42.3,31921.19,63872399
2020,Gujarat,GJ,West,Online Financial Fraud,297,51,17.4,4686.05,63872399
2020,Gujarat,GJ,West,Social Media Crimes,1432,556,38.8,1187.65,63872399
2020,Gujarat,GJ,West,Phishing/Vishing,895,290,32.5,8911.21,63872399
2020,Gujarat,GJ,West,Ransomware Attacks,2188,889,40.7,62281.54,63872399
2020,Gujarat,GJ,West,Identity Theft,672,113,16.9,5643.49,63872399
2020,Gujarat,GJ,West,Cyber Stalking/Bullying,534,176,33.0,850.06,63872399
2020,Gujarat,GJ,West,Data Breach,263,46,17.8,2404.2,63872399
2020,Gujarat,GJ,West,Hacking,259,90,35.1,2169.96,63872399
2020,Gujarat,GJ,West,Online Child Exploitation,1318,545,41.4,7818.16,63872399
2020,Gujarat,GJ,West,Cryptocurrency Fraud,2044,623,30.5,49810.71,63872399
2021,Gujarat,GJ,West,Online Financial Fraud,1859,542,29.2,13113.75,63872399
2021,Gujarat,GJ,West,Social Media Crimes,530,101,19.2,1658.76,63872399
2021,Gujarat,GJ,West,Phishing/Vishing,2598,1146,44.1,9476.98,63872399
2021,Gujarat,GJ,West,Ransomware Attacks,255,75,29.5,3525.22,63872399
2021,Gujarat,GJ,West,Identity Theft,284,94,33.3,899.28,63872399
2021,Gujarat,GJ,West,Cyber Stalking/Bullying,1227,260,21.2,6634.93,63872399
2021,Gujarat,GJ,West,Data Breach,575,87,15.2,329.36,63872399
2021,Gujarat,GJ,West,Hacking,1864,402,21.6,1582.26,63872399
2021,Gujarat,GJ,West,Online Child Exploitation,1096,199,18.2,4076.22,63872399
2021,Gujarat,GJ,West,Cryptocurrency Fraud,650,254,39.1,19982.42,63872399
2022,Gujarat,GJ,West,Online Financial Fraud,1262,501,39.7,60547.89,63872399
2022,Gujarat,GJ,West,Social Media Crimes,1287,510,39.6,662.64,63872399
2022,Gujarat,GJ,West,Phishing/Vishing,2360,804,34.1,2326.46,63872399
2022,Gujarat,GJ,West,Ransomware Attacks,1128,256,22.7,8661.47,63872399
2022,Gujarat,GJ,West,Identity Theft,732,242,33.1,5140.55,63872399
2022,Gujarat,GJ,West,Cyber Stalking/Bullying,1393,256,18.4,5776.03,63872399
2022,Gujarat,GJ,West,Data Breach,797,228,28.7,3192.78,63872399
2022,Gujarat,GJ,West,Hacking,330,61,18.6,1478.4,63872399
2022,Gujarat,GJ,West,Online Child Exploitation,1784,669,37.5,2095.44,63872399
2022,Gujarat,GJ,West,Cryptocurrency Fraud,2115,368,17.4,44340.36,63872399
2023,Gujarat,GJ,West,Online Financial Fraud,3310,1336,40.4,119696.81,63872399
2023,Gujarat,GJ,West,Social Media Crimes,3177,886,27.9,21899.64,63872399
2023,Gujarat,GJ,West,Phishing/Vishing,1695,394,23.3,5779.91,63872399
2023,Gujarat,GJ,West,Ransomware Attacks,2481,959,38.7,62245.51,63872399
2023,Gujarat,GJ,West,Identity Theft,1517,590,39.0,12610.84,63872399
2023,Gujarat,GJ,West,Cyber Stalking/Bullying,764,311,40.7,7034.94,63872399
2023,Gujarat,GJ,West,Data Breach,257,71,27.9,907.01,63872399
2023,Gujarat,GJ,West,Hacking,839,272,32.5,3377.93,63872399
2023,Gujarat,GJ,West,Online Child Exploitation,174,57,33.0,1253.33,63872399
2023,Gujarat,GJ,West,Cryptocurrency Fraud,2439,869,35.7,53304.05,63872399
2024,Gujarat,GJ,West,Online Financial Fraud,496,80,16.2,3170.93,63872399
2024,Gujarat,GJ,West,Social Media Crimes,1147,305,26.6,2317.21,63872399
2024,Gujarat,GJ,West,Phishing/Vishing,3265,512,15.7,25088.36,63872399
2024,Gujarat,GJ,West,Ransomware Attacks,3429,986,28.8,61776.91,63872399
2024,Gujarat,GJ,West,Identity Theft,246,103,42.0,394.42,63872399
2024,Gujarat,GJ,West,Cyber Stalking/Bullying,676,295,43.7,2354.29,63872399
2024,Gujarat,GJ,West,Data Breach,827,344,41.7,5150.52,63872399
2024,Gujarat,GJ,West,Hacking,674,268,39.8,6637.64,63872399
2024,Gujarat,GJ,West,Online Child Exploitation,1860,439,23.7,17913.26,63872399
2024,Gujarat,GJ,West,Cryptocurrency Fraud,2023,539,26.7,45210.08,63872399
2025,Gujarat,GJ,West,Online Financial Fraud,1829,819,44.8,81599.31,63872399
2025,Gujarat,GJ,West,Social Media Crimes,2091,704,33.7,12355.9,63872399
2025,Gujarat,GJ,West,Phishing/Vishing,611,205,33.6,1474.02,63872399
2025,Gujarat,GJ,West,Ransomware Attacks,1528,410,26.9,10353.24,63872399
2025,Gujarat,GJ,West,Identity Theft,4157,1216,29.3,23523.36,63872399
2025,Gujarat,GJ,West,Cyber Stalking/Bullying,558,121,21.8,5389.32,63872399
2025,Gujarat,GJ,West,Data Breach,852,360,42.3,6271.03,63872399
2025,Gujarat,GJ,West,Hacking,3540,1097,31.0,31027.06,63872399
2025,Gujarat,GJ,West,Online Child Exploitation,269,50,18.9,2154.65,63872399
2025,Gujarat,GJ,West,Cryptocurrency Fraud,1545,289,18.7,62942.5,63872399
2018,Haryana,HR,North,Online Financial Fraud,252,42,16.9,11278.49,28204692
2018,Haryana,HR,North,Social Media Crimes,94,26,28.4,502.82,28204692
2018,Haryana,HR,North,Phishing/Vishing,336,113,33.8,3125.01,28204692
2018,Haryana,HR,North,Ransomware Attacks,570,88,15.6,15081.03,28204692
2018,Haryana,HR,North,Identity Theft,440,156,35.6,3240.92,28204692
2018,Haryana,HR,North,Cyber Stalking/Bullying,149,53,35.8,264.79,28204692
2018,Haryana,HR,North,Data Breach,224,53,24.0,875.35,28204692
2018,Haryana,HR,North,Hacking,623,243,39.1,1961.34,28204692
2018,Haryana,HR,North,Online Child Exploitation,211,44,21.3,2024.7,28204692
2018,Haryana,HR,North,Cryptocurrency Fraud,612,93,15.3,30539.99,28204692
2019,Haryana,HR,North,Online Financial Fraud,255,110,43.4,2104.83,28204692
2019,Haryana,HR,North,Social Media Crimes,502,219,43.7,2743.17,28204692
2019,Haryana,HR,North,Phishing/Vishing,437,104,24.0,537.59,28204692
2019,Haryana,HR,North,Ransomware Attacks,527,158,30.0,21476.94,28204692
2019,Haryana,HR,North,Identity Theft,512,185,36.2,500.3,28204692
2019,Haryana,HR,North,Cyber Stalking/Bullying,389,66,17.2,1683.32,28204692
2019,Haryana,HR,North,Data Breach,624,148,23.9,1689.57,28204692
2019,Haryana,HR,North,Hacking,264,61,23.4,2147.13,28204692
2019,Haryana,HR,North,Online Child Exploitation,158,67,42.9,687.06,28204692
2019,Haryana,HR,North,Cryptocurrency Fraud,151,63,42.2,2939.56,28204692
2020,Haryana,HR,North,Online Financial Fraud,294,56,19.3,11727.83,28204692
2020,Haryana,HR,North,Social Media Crimes,401,92,23.1,2092.66,28204692
2020,Haryana,HR,North,Phishing/Vishing,384,90,23.5,680.21,28204692
2020,Haryana,HR,North,Ransomware Attacks,178,60,33.9,1325.2,28204692
2020,Haryana,HR,North,Identity Theft,484,181,37.5,1702.26,28204692
2020,Haryana,HR,North,Cyber Stalking/Bullying,1446,216,15.0,7744.38,28204692
2020,Haryana,HR,North,Data Breach,111,18,16.4,346.72,28204692
2020,Haryana,HR,North,Hacking,137,49,36.2,150.09,28204692
2020,Haryana,HR,North,Online Child Exploitation,655,263,40.2,351.27,28204692
2020,Haryana,HR,North,Cryptocurrency Fraud,451,101,22.4,17291.65,28204692
2021,Haryana,HR,North,Online Financial Fraud,1270,480,37.8,60686.66,28204692
2021,Haryana,HR,North,Social Media Crimes,142,51,36.1,473.07,28204692
2021,Haryana,HR,North,Phishing/Vishing,251,45,18.2,1989.76,28204692
2021,Haryana,HR,North,Ransomware Attacks,623,213,34.3,4465.89,28204692
2021,Haryana,HR,North,Identity Theft,592,152,25.8,5677.04,28204692
2021,Haryana,HR,North,Cyber Stalking/Bullying,683,204,30.0,3149.26,28204692
2021,Haryana,HR,North,Data Breach,472,135,28.7,1172.63,28204692
2021,Haryana,HR,North,Hacking,26,6,26.1,104.34,28204692
2021,Haryana,HR,North,Online Child Exploitation,460,76,16.6,3584.27,28204692
2021,Haryana,HR,North,Cryptocurrency Fraud,998,274,27.5,41914.1,28204692
2022,Haryana,HR,North,Online Financial Fraud,870,159,18.3,24545.99,28204692
2022,Haryana,HR,North,Social Media Crimes,280,64,23.0,2362.38,28204692
2022,Haryana,HR,North,Phishing/Vishing,1393,215,15.4,5713.24,28204692
2022,Haryana,HR,North,Ransomware Attacks,741,186,25.1,4349.48,28204692
2022,Haryana,HR,North,Identity Theft,1071,200,18.7,4744.11,28204692
2022,Haryana,HR,North,Cyber Stalking/Bullying,890,265,29.8,3863.27,28204692
2022,Haryana,HR,North,Data Breach,670,207,30.9,4123.01,28204692
2022,Haryana,HR,North,Hacking,1039,158,15.3,5100.35,28204692
2022,Haryana,HR,North,Online Child Exploitation,196,86,43.9,1064.44,28204692
2022,Haryana,HR,North,Cryptocurrency Fraud,175,61,35.3,3330.93,28204692
2023,Haryana,HR,North,Online Financial Fraud,159,45,28.7,3642.73,28204692
2023,Haryana,HR,North,Social Media Crimes,856,206,24.1,962.23,28204692
2023,Haryana,HR,North,Phishing/Vishing,630,137,21.8,1790.92,28204692
2023,Haryana,HR,North,Ransomware Attacks,1003,296,29.5,38750.9,28204692
2023,Haryana,HR,North,Identity Theft,951,277,29.2,998.1,28204692
2023,Haryana,HR,North,Cyber Stalking/Bullying,671,293,43.7,6344.9,28204692
2023,Haryana,HR,North,Data Breach,1703,656,38.6,16889.7,28204692
2023,Haryana,HR,North,Hacking,703,220,31.3,6781.35,28204692
2023,Haryana,HR,North,Online Child Exploitation,645,111,17.3,2563.21,28204692
2023,Haryana,HR,North,Cryptocurrency Fraud,708,154,21.8,9779.24,28204692
2024,Haryana,HR,North,Online Financial Fraud,638,197,30.9,10134.76,28204692
2024,Haryana,HR,North,Social Media Crimes,710,213,30.0,4939.04,28204692
2024,Haryana,HR,North,Phishing/Vishing,1351,233,17.3,4201.19,28204692
